Season,Teams,Date,Stadium,Time
IPL 2021,"DELHI CAPITALS vs RAJASTHAN ROYALS, 36th Match","Sep 25, Sat","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 37th Match",,"Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 38th Match","Sep 26, Sun","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 39th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 40th Match","Sep 27, Mon","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 41st Match","Sep 28, Tue","Sharjah Cricket Stadium, Sharjah",3:30 PM
IPL 2021,"MUMBAI INDIANS vs PUNJAB KINGS, 42nd Match",,"Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 43rd Match","Sep 29, Wed","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 44th Match","Sep 30, Thu","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 45th Match","Oct 01, Fri","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"MUMBAI INDIANS vs DELHI CAPITALS, 46th Match","Oct 02, Sat","Sharjah Cricket Stadium, Sharjah",3:30 PM
IPL 2021,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 47th Match",,"Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 48th Match","Oct 03, Sun","Sharjah Cricket Stadium, Sharjah",3:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 49th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 50th Match","Oct 04, Mon","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 51st Match","Oct 05, Tue","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 52nd Match","Oct 06, Wed","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 53rd Match","Oct 07, Thu","Dubai International Cricket Stadium, Dubai",3:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 54th Match",,"Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 55th Match","Oct 08, Fri","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 56th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"DELHI CAPITALS vs CHENNAI SUPER KINGS, Qualifier 1","Oct 10, Sun","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, Eliminator","Oct 11, Mon","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, Qualifier 2","Oct 13, Wed","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, Final","Oct 15, Fri","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,The Times of India,N/A,N/A,N/A
IPL 2021,The Times of India,N/A,N/A,N/A
IPL 2022,N/A,ALL,N/A,N/A
IPL 2022,N/A,N/A,N/A,N/A
IPL 2022,N/A,N/A,74 T20s . Mar 26 - May 29,N/A
IPL 2022,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 1st Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,N/A,N/A,N/A,N/A
IPL 2022,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 1st Match","Mar 26, Sat","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"DELHI CAPITALS vs MUMBAI INDIANS, 2nd Match","Mar 27, Sun","Brabourne Stadium, Mumbai",3:30 PM
IPL 2022,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 3rd Match",,"Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"GUJARAT TITANS vs LUCKNOW SUPER GIANTS, 4th Match","Mar 28, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 5th Match","Mar 29, Tue","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 6th Match","Mar 30, Wed","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs CHENNAI SUPER KINGS, 7th Match","Mar 31, Thu","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 8th Match","Apr 01, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 9th Match","Apr 02, Sat","Dr DY Patil Sports Academy, Navi Mumbai",3:30 PM
IPL 2022,"GUJARAT TITANS vs DELHI CAPITALS, 10th Match",,"Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 11th Match","Apr 03, Sun","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs LUCKNOW SUPER GIANTS, 12th Match","Apr 04, Mon","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 13th Match","Apr 05, Tue","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 14th Match","Apr 06, Wed","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs DELHI CAPITALS, 15th Match","Apr 07, Thu","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs GUJARAT TITANS, 16th Match","Apr 08, Fri","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 17th Match","Apr 09, Sat","Dr DY Patil Sports Academy, Navi Mumbai",3:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 18th Match",,"Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 19th Match","Apr 10, Sun","Brabourne Stadium, Mumbai",3:30 PM
IPL 2022,"RAJASTHAN ROYALS vs LUCKNOW SUPER GIANTS, 20th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs GUJARAT TITANS, 21st Match","Apr 11, Mon","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 22nd Match","Apr 12, Tue","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs PUNJAB KINGS, 23rd Match","Apr 13, Wed","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs GUJARAT TITANS, 24th Match","Apr 14, Thu","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 25th Match","Apr 15, Fri","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs LUCKNOW SUPER GIANTS, 26th Match","Apr 16, Sat","Brabourne Stadium, Mumbai",3:30 PM
IPL 2022,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 27th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 28th Match","Apr 17, Sun","Dr DY Patil Sports Academy, Navi Mumbai",3:30 PM
IPL 2022,"GUJARAT TITANS vs CHENNAI SUPER KINGS, 29th Match",,"Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 30th Match","Apr 18, Mon","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs ROYAL CHALLENGERS BENGALURU, 31st Match","Apr 19, Tue","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"DELHI CAPITALS vs PUNJAB KINGS, 32nd Match","Apr 20, Wed","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 33rd Match","Apr 21, Thu","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"DELHI CAPITALS vs RAJASTHAN ROYALS, 34th Match","Apr 22, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs GUJARAT TITANS, 35th Match","Apr 23, Sat","Dr DY Patil Sports Academy, Navi Mumbai",3:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 36th Match",,"Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs MUMBAI INDIANS, 37th Match","Apr 24, Sun","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 38th Match","Apr 25, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 39th Match","Apr 26, Tue","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"GUJARAT TITANS vs SUNRISERS HYDERABAD, 40th Match","Apr 27, Wed","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 41st Match","Apr 28, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs LUCKNOW SUPER GIANTS, 42nd Match","Apr 29, Fri","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"GUJARAT TITANS vs ROYAL CHALLENGERS BENGALURU, 43rd Match","Apr 30, Sat","Brabourne Stadium, Mumbai",3:30 PM
IPL 2022,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 44th Match",,"Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"DELHI CAPITALS vs LUCKNOW SUPER GIANTS, 45th Match","May 01, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 46th Match",,"Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 47th Match","May 02, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"GUJARAT TITANS vs PUNJAB KINGS, 48th Match","May 03, Tue","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 49th Match","May 04, Wed","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 50th Match","May 05, Thu","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"GUJARAT TITANS vs MUMBAI INDIANS, 51st Match","May 06, Fri","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs RAJASTHAN ROYALS, 52nd Match","May 07, Sat","Wankhede Stadium, Mumbai",3:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs KOLKATA KNIGHT RIDERS, 53rd Match",,"Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 54th Match","May 08, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 55th Match",,"Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 56th Match","May 09, Mon","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs GUJARAT TITANS, 57th Match","May 10, Tue","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs DELHI CAPITALS, 58th Match","May 11, Wed","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 59th Match","May 12, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 60th Match","May 13, Fri","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 61st Match","May 14, Sat","Maharashtra Cricket Association Stadium, Pune",7:30 PM
IPL 2022,"CHENNAI SUPER KINGS vs GUJARAT TITANS, 62nd Match","May 15, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs RAJASTHAN ROYALS, 63rd Match",,"Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"PUNJAB KINGS vs DELHI CAPITALS, 64th Match","May 16, Mon","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 65th Match","May 17, Tue","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"KOLKATA KNIGHT RIDERS vs LUCKNOW SUPER GIANTS, 66th Match","May 18, Wed","Dr DY Patil Sports Academy, Navi Mumbai",7:30 PM
IPL 2022,"ROYAL CHALLENGERS BENGALURU vs GUJARAT TITANS, 67th Match","May 19, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 68th Match","May 20, Fri","Brabourne Stadium, Mumbai",7:30 PM
IPL 2022,"MUMBAI INDIANS vs DELHI CAPITALS, 69th Match","May 21, Sat","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 70th Match","May 22, Sun","Wankhede Stadium, Mumbai",7:30 PM
IPL 2022,"GUJARAT TITANS vs RAJASTHAN ROYALS, Qualifier 1","May 24, Tue","Eden Gardens, Kolkata",7:30 PM
IPL 2022,"LUCKNOW SUPER GIANTS vs ROYAL CHALLENGERS BENGALURU, Eliminator","May 25, Wed","Eden Gardens, Kolkata",7:30 PM
IPL 2022,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, Qualifier 2","May 27, Fri","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2022,"GUJARAT TITANS vs RAJASTHAN ROYALS, Final","May 29, Sun","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2022,The Times of India,N/A,N/A,N/A
IPL 2022,The Times of India,N/A,N/A,N/A
IPL 2023,N/A,ALL,N/A,N/A
IPL 2023,N/A,N/A,N/A,N/A
IPL 2023,N/A,N/A,75 T20s . Mar 31 - May 29,N/A
IPL 2023,"GUJARAT TITANS vs CHENNAI SUPER KINGS, 1st Match",,"Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,N/A,N/A,N/A,N/A
IPL 2023,"GUJARAT TITANS vs CHENNAI SUPER KINGS, 1st Match","Mar 31, Fri","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 2nd Match","Apr 01, Sat","Punjab Cricket Association IS Bindra Stadium, Mohali",3:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs DELHI CAPITALS, 3rd Match",,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 4th Match","Apr 02, Sun","Rajiv Gandhi International Stadium, Hyderabad",3:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 5th Match",,"M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs LUCKNOW SUPER GIANTS, 6th Match","Apr 03, Mon","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"DELHI CAPITALS vs GUJARAT TITANS, 7th Match","Apr 04, Tue","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs PUNJAB KINGS, 8th Match","Apr 05, Wed","Barsapara Cricket Stadium, Guwahati",7:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 9th Match","Apr 06, Thu","Eden Gardens, Kolkata",7:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs SUNRISERS HYDERABAD, 10th Match","Apr 07, Fri","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs DELHI CAPITALS, 11th Match","Apr 08, Sat","Barsapara Cricket Stadium, Guwahati",3:30 PM
IPL 2023,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 12th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2023,"GUJARAT TITANS vs KOLKATA KNIGHT RIDERS, 13th Match","Apr 09, Sun","Narendra Modi Stadium, Ahmedabad",3:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 14th Match",,"Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs LUCKNOW SUPER GIANTS, 15th Match","Apr 10, Mon","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2023,"DELHI CAPITALS vs MUMBAI INDIANS, 16th Match","Apr 11, Tue","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 17th Match","Apr 12, Wed","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"PUNJAB KINGS vs GUJARAT TITANS, 18th Match","Apr 13, Thu","Punjab Cricket Association IS Bindra Stadium, Mohali",7:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 19th Match","Apr 14, Fri","Eden Gardens, Kolkata",7:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 20th Match","Apr 15, Sat","M.Chinnaswamy Stadium, Bengaluru",3:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs PUNJAB KINGS, 21st Match",,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2023,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 22nd Match","Apr 16, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2023,"GUJARAT TITANS vs RAJASTHAN ROYALS, 23rd Match",,"Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 24th Match","Apr 17, Mon","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 25th Match","Apr 18, Tue","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs LUCKNOW SUPER GIANTS, 26th Match","Apr 19, Wed","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2023,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 27th Match","Apr 20, Thu","Punjab Cricket Association IS Bindra Stadium, Mohali",3:30 PM
IPL 2023,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 28th Match",,"Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 29th Match","Apr 21, Fri","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs GUJARAT TITANS, 30th Match","Apr 22, Sat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3:30 PM
IPL 2023,"MUMBAI INDIANS vs PUNJAB KINGS, 31st Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 32nd Match","Apr 23, Sun","M.Chinnaswamy Stadium, Bengaluru",3:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 33rd Match",,"Eden Gardens, Kolkata",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 34th Match","Apr 24, Mon","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2023,"GUJARAT TITANS vs MUMBAI INDIANS, 35th Match","Apr 25, Tue","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 36th Match","Apr 26, Wed","M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 37th Match","Apr 27, Thu","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2023,"PUNJAB KINGS vs LUCKNOW SUPER GIANTS, 38th Match","Apr 28, Fri","Punjab Cricket Association IS Bindra Stadium, Mohali",7:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs GUJARAT TITANS, 39th Match","Apr 29, Sat","Eden Gardens, Kolkata",3:30 PM
IPL 2023,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 40th Match",,"Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 41st Match","Apr 30, Sun","MA Chidambaram Stadium, Chennai",3:30 PM
IPL 2023,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 42nd Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs ROYAL CHALLENGERS BENGALURU, 43rd Match","May 01, Mon","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2023,"GUJARAT TITANS vs DELHI CAPITALS, 44th Match","May 02, Tue","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs CHENNAI SUPER KINGS, 45th Match","May 03, Wed","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3:30 PM
IPL 2023,"PUNJAB KINGS vs MUMBAI INDIANS, 46th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 47th Match","May 04, Thu","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs GUJARAT TITANS, 48th Match","May 05, Fri","Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 49th Match","May 06, Sat","MA Chidambaram Stadium, Chennai",3:30 PM
IPL 2023,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 50th Match",,"Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"GUJARAT TITANS vs LUCKNOW SUPER GIANTS, 51st Match","May 07, Sun","Narendra Modi Stadium, Ahmedabad",3:30 PM
IPL 2023,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 52nd Match",,"Sawai Mansingh Stadium, Jaipur",7:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 53rd Match","May 08, Mon","Eden Gardens, Kolkata",7:30 PM
IPL 2023,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 54th Match","May 09, Tue","Wankhede Stadium, Mumbai",7:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 55th Match","May 10, Wed","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 56th Match","May 11, Thu","Eden Gardens, Kolkata",7:30 PM
IPL 2023,"MUMBAI INDIANS vs GUJARAT TITANS, 57th Match","May 12, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs LUCKNOW SUPER GIANTS, 58th Match","May 13, Sat","Rajiv Gandhi International Stadium, Hyderabad",3:30 PM
IPL 2023,"DELHI CAPITALS vs PUNJAB KINGS, 59th Match",,"Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2023,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 60th Match","May 14, Sun","Sawai Mansingh Stadium, Jaipur",3:30 PM
IPL 2023,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 61st Match",,"MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2023,"GUJARAT TITANS vs SUNRISERS HYDERABAD, 62nd Match","May 15, Mon","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2023,"LUCKNOW SUPER GIANTS vs MUMBAI INDIANS, 63rd Match","May 16, Tue","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7:30 PM
IPL 2023,"PUNJAB KINGS vs DELHI CAPITALS, 64th Match","May 17, Wed","Himachal Pradesh Cricket Association Stadium, Dharamsala",7:30 PM
IPL 2023,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 65th Match","May 18, Thu","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2023,"PUNJAB KINGS vs RAJASTHAN ROYALS, 66th Match","May 19, Fri","Himachal Pradesh Cricket Association Stadium, Dharamsala",7:30 PM
IPL 2023,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 67th Match","May 20, Sat","Arun Jaitley Stadium, Delhi",3:30 PM
IPL 2023,"KOLKATA KNIGHT RIDERS vs LUCKNOW SUPER GIANTS, 68th Match",,"Eden Gardens, Kolkata",7:30 PM
IPL 2023,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 69th Match","May 21, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2023,"ROYAL CHALLENGERS BENGALURU vs GUJARAT TITANS, 70th Match",,"M.Chinnaswamy Stadium, Bengaluru",7:30 PM
IPL 2023,"GUJARAT TITANS vs CHENNAI SUPER KINGS, Qualifier 1","May 23, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
